GO:0000016	EC:3.2.1.108	LACTASE-RXN
GO:0102287	NA	RXN-12668
GO:0102289	EC:1.14.14.152	RXN-12680
GO:0102290	EC:1.14.14.152	RXN-12681
GO:0102291	EC:1.14.14.152	RXN-12682
GO:0102292	NA	RXN-12683
GO:0102293	EC:3.1.1.14	RXN-12686
GO:0102294	EC:1.1.1.145	RXN-12693
GO:0102295	NA	RXN-12699
GO:0102296	EC:3.7.1.17	RXN-12718
GO:0102297	NA	RXN-12720
GO:0102298	NA	RXN-12728
GO:0102299	EC:1.13.11.61	RXN-12759
GO:0102300	EC:1.13.11.61	RXN-12760
GO:0102301	NA	RXN-12777
GO:0102302	EC:2.1.1.238	RXN-12801
GO:0102303	EC:2.1.1.240	RXN-12805
GO:0102304	EC:4.2.3.102	RXN-12838
GO:0102305	EC:3.1.7.10	RXN-12892
GO:0102306	EC:1.1.1.320	RXN-12898
GO:0102307	EC:2.1.1.254	RXN-12923
GO:0102308	EC:2.1.1.254	RXN-12924
GO:0102309	NA	RXN-12930
GO:0102310	NA	RXN-12940
GO:0102311	EC:1.1.1.324	RXN-12961
GO:0102312	EC:1.14.11.62	RXN-12963
GO:0102313	EC:4.2.3.108	RXN-12980
GO:0102317	EC:1.5.3.19	RXN-13067
GO:0102318	EC:2.4.1.284	RXN-13121
GO:0102319	EC:2.4.1.283	RXN-13122
GO:0102320	EC:1.14.14.56	RXN-13133
GO:0102321	EC:1.14.13.44	MONOMER-17239
GO:0102322	NA	RXN-13151
GO:0102323	NA	RXN-13152
GO:0102324	NA	RXN-13157
GO:0102325	NA	RXN-13169
GO:0102326	NA	RXN-13171
GO:0102327	NA	RXN-13247
GO:0102328	NA	RXN-13248
GO:0102329	NA	RXN-13251
GO:0102330	NA	RXN-13258
GO:0102331	NA	RXN-13259
GO:0102332	NA	RXN-13260
GO:0102333	NA	RXN-13261
GO:0102334	EC:2.7.8.36	RXN-13269
GO:0102335	EC:2.4.1.290	RXN-13274
GO:0102336	NA	RXN-13294
GO:0102337	NA	RXN-13296
GO:0102338	NA	RXN-13297
GO:0102339	EC:1.1.1.330	RXN-13298
GO:0102340	EC:1.1.1.330	RXN-13299
GO:0102341	EC:1.1.1.330	RXN-13300
GO:0102342	EC:1.1.1.330	RXN-13301
GO:0102343	EC:4.2.1.134	RXN-13302
GO:0102344	EC:4.2.1.134	RXN-13303
GO:0102345	EC:4.2.1.134	RXN-13304
GO:0102346	NA	RXN-13305
GO:0102347	NA	RXN-13306
GO:0102348	NA	RXN-13307
GO:0102349	NA	RXN-13308
GO:0102350	NA	RXN-13309
GO:0102351	EC:2.6.1.96	RXN-13328
GO:0102352	NA	RXN-13336
GO:0102354	NA	RXN-13363
GO:0102355	EC:3.1.1.91	RXN-13371
GO:0102356	NA	RXN-13373
GO:0102357	NA	RXN-13385
GO:0102358	NA	RXN-13448
GO:0102359	EC:2.4.1.126	RXN-13450
GO:0102360	EC:2.4.1.91	RXN-13452
GO:0102361	EC:2.4.1.126	RXN-13471
GO:0102362	NA	RXN-13472
GO:0102363	NA	RXN-13475
GO:0102365	NA	RXN-13486
GO:0102366	NA	RXN-13487
GO:0102367	NA	RXN-13488
GO:0102368	NA	RXN-13489
GO:0102369	NA	RXN-13491
GO:0102370	NA	RXN-13497
GO:0102371	NA	RXN-13498
GO:0102372	NA	RXN-13500
GO:0102373	EC:1.14.14.126	RXN-13501
GO:0102374	EC:1.14.14.126	RXN-13502
GO:0102375	EC:1.14.14.115	RXN-13506
GO:0102376	NA	RXN-13507
GO:0102377	NA	RXN-13511
GO:0102378	NA	RXN-13512
GO:0102379	NA	RXN-13514
GO:0102380	NA	RXN-13516
GO:0102381	NA	RXN-13517
GO:0102382	NA	RXN-13518
GO:0102383	NA	RXN-13520
GO:0102384	NA	RXN-13521
GO:0102385	NA	RXN-13522
GO:0102386	NA	RXN-13536
GO:0102387	EC:2.3.1.224	RXN-13542
GO:0102388	EC:3.2.1.184	RXN-13574
GO:0102389	EC:1.3.1.94	RXN-13604
GO:0102390	EC:3.1.1.93	RXN-13605
GO:0102391	NA	RXN-13614
GO:0102392	NA	RXN-13623
GO:0102393	NA	RXN-13624
GO:0102394	NA	RXN-13637
GO:0102395	EC:1.13.11.68	RXN-13642
GO:0102396	EC:1.13.11.69	RXN-13643
GO:0102398	NA	RXN-13657
GO:0102399	NA	RXN-13658
GO:0102400	NA	RXN-13667
GO:0102402	EC:3.2.1.149	RXN-13694
GO:0102404	EC:3.2.1.149	RXN-13701
GO:0102405	NA	RXN-13718
GO:0102406	EC:2.3.1.188	RXN-13728
GO:0102407	NA	RXN-13734
GO:0102408	NA	RXN-13735
GO:0102409	NA	RXN-13736
GO:0102410	NA	RXN-13765
GO:0102411	NA	RXN-13766
GO:0102412	EC:4.2.3.139	RXN-13769
GO:0102413	NA	RXN-13791
GO:0102414	NA	RXN-13797
GO:0102415	NA	RXN-13798
GO:0102416	NA	RXN-13799
GO:0102417	NA	RXN-13800
GO:0102418	NA	RXN-13801
GO:0102419	EC:2.3.1.198	RXN-13803
GO:0102420	EC:2.3.1.15	RXN-13805
GO:0102421	NA	RXN-13813
GO:0102422	NA	RXN-13814
GO:0102423	NA	RXN-13818
GO:0102424	NA	RXN-13821
GO:0102425	EC:2.4.1.91	RXN-13822
GO:0102426	NA	RXN-13823
GO:0102427	NA	RXN-13828
GO:0102428	NA	RXN-13830
GO:0102429	NA	RXN-13831
GO:0102430	NA	RXN-13857
GO:0102431	EC:1.14.19.12	RXN-13858
GO:0102432	NA	RXN-13906
GO:0102433	NA	RXN-13907
GO:0102434	NA	RXN-13908
GO:0102435	NA	RXN-13910
GO:0102436	NA	RXN-13911
GO:0102438	NA	RXN-13914
GO:0102439	NA	RXN-13916
GO:0102440	NA	RXN-13918
GO:0102441	NA	RXN-13919
GO:0102442	NA	RXN-13920
GO:0102443	EC:1.1.1.337	RXN-13927
GO:0102444	NA	RXN-13929
GO:0102445	NA	RXN-13930
GO:0102446	NA	RXN-13932
GO:0102447	NA	RXN-13933
GO:0102448	NA	RXN-13934
GO:0102449	NA	RXN-13935
GO:0102450	NA	RXN-13936
GO:0102451	NA	RXN-13937
GO:0102452	EC:2.3.1.211	RXN-13958
GO:0102453	EC:2.3.1.215	RXN-13959
GO:0102454	EC:2.4.1.294	RXN-13960
GO:0102455	EC:2.4.1.297	RXN-13965
GO:0102456	NA	RXN-13967
GO:0102457	EC:2.4.1.300	RXN-13969
GO:0102458	EC:2.4.1.299	RXN-13970
GO:0102459	NA	RXN-14005
GO:0102460	NA	RXN-14008
GO:0102461	NA	RXN-14009
GO:0102462	NA	RXN-14011
GO:0102463	NA	RXN-14012
GO:0102464	NA	RXN-14016
GO:0102465	NA	RXN-14018
GO:0102466	NA	RXN-14019
GO:0102467	EC:2.4.1.253	RXN-14058
GO:0102468	EC:2.4.1.253	RXN-14060
GO:0102469	NA	RXN-14069
GO:0102470	NA	RXN-14075
GO:0102471	NA	RXN-14076
GO:0102472	NA	RXN-14077
GO:0102473	NA	RXN-14079
GO:0102474	NA	RXN-14080
GO:0102475	NA	RXN-14081
GO:0102476	NA	RXN-14083
GO:0102477	NA	RXN-14088
GO:0102478	EC:3.2.1.185	RXN-14089
GO:0102479	EC:2.4.1.234	RXN-14109
GO:0102480	EC:3.5.4.1	RXN-14129
GO:0102481	EC:3.7.1.22	RXN-14149
GO:0102482	EC:5.3.1.30	RXN-14150
GO:0102483	EC:3.2.1.21	RXN-14179
GO:0102484	NA	RXN-14182
GO:0102485	EC:3.6.1.5	RXN-14195
GO:0102486	EC:3.6.1.5	RXN-14198
GO:0102487	EC:3.6.1.5	RXN-14199
GO:0102488	EC:3.6.1.5	RXN-14200
GO:0102489	EC:3.6.1.5	RXN-14201
GO:0102490	EC:3.6.1.5	RXN-14205
GO:0102491	EC:3.6.1.5	RXN-14208
GO:0102493	NA	RXN-14239
GO:0102494	NA	RXN-14317
GO:0102495	NA	RXN-14318
GO:0102496	NA	RXN-14327
GO:0102497	EC:1.1.1.371	RXN-14347
GO:0102498	NA	RXN-15910
GO:0102499	EC:2.4.1.1	RXN-14353
GO:0102500	EC:2.4.1.25	RXN-14354
GO:0102501	NA	RXN-14368
GO:0102502	EC:2.4.1.242	RXN-14378
GO:0102504	NA	RXN-14424
GO:0102505	NA	RXN-14427
GO:0102506	EC:2.4.1.299	RXN-14432
GO:0102507	EC:2.4.1.300	RXN-14434
GO:0102508	NA	RXN-14435
GO:0102509	NA	RXN-14436
GO:0102510	EC:2.4.1.299	RXN-14439
GO:0102511	EC:2.4.1.300	RXN-14440
GO:0102512	EC:2.4.1.299	RXN-14441
GO:0102513	NA	RXN-14442
GO:0102514	EC:2.4.1.300	RXN-14446
GO:0102515	NA	RXN-14447
GO:0102516	NA	RXN-14448
GO:0102517	NA	RXN-14487
GO:0102518	EC:1.14.18.4	RXN-14488
GO:0102520	NA	RXN-14505
GO:0102521	EC:4.1.3.44	RXN-14516
GO:0102522	EC:2.5.1.114	RXN-14518
GO:0102523	EC:1.3.1.103	RXN-14536
GO:0102524	EC:1.14.11.42	RXN-14538
GO:0102525	EC:1.14.11.41	RXN-14542
GO:0102526	EC:2.1.1.284	RXN-14543
GO:0102527	EC:6.3.1.15	RXN-14547
GO:0102528	NA	RXN-14658
GO:0102529	NA	RXN-14661
GO:0102530	EC:3.1.1.95	RXN-14703
GO:0102531	NA	RXN-14734
GO:0102532	NA	RXN-14748
GO:0102533	NA	RXN-14750
GO:0102534	NA	RXN-14751
GO:0102535	NA	RXN-14752
GO:0102536	NA	RXN-14754
GO:0102537	NA	RXN-14766
GO:0102538	NA	RXN-14767
GO:0102539	NA	RXN-14769
GO:0102540	NA	RXN-14815
GO:0102541	NA	RXN-14816
GO:0102542	EC:3.1.1.95	RXN-14863
GO:0102543	EC:3.1.1.95	RXN-14865
GO:0102544	NA	RXN-14880
GO:0102545	EC:3.1.1.5	RXN-14899
GO:0102546	NA	RXN-14900
GO:0102547	NA	RXN-14901
GO:0102549	EC:3.1.1.26	RXN-14912
GO:0102550	EC:2.1.1.295	RXN-14917
GO:0102551	EC:2.5.1.116	RXN-14929
GO:0102552	EC:2.8.1.8	RXN-14950
GO:0102553	EC:2.8.1.8	RXN-14957
GO:0102554	NA	RXN-14959
GO:0102555	EC:2.3.1.181	RXN-14966
GO:0102556	EC:1.14.14.120	RXN-14975
GO:0102557	EC:1.14.14.121	RXN-14978
GO:0102559	EC:2.1.1.297	RXN-14992
GO:0102560	EC:3.1.4.57	RXN-14995
GO:0102561	EC:3.1.4.57	RXN-14996
GO:0102562	NA	RXN-15011
GO:0102563	NA	RXN-15029
GO:0102564	NA	RXN-15030
GO:0102566	EC:1.1.1.101	RXN-15046
GO:0102569	NA	RXN-15082
GO:0102570	NA	RXN-15200
GO:0102571	EC:3.2.1.169	RXN-15215
GO:0102572	NA	RXN-15251
GO:0102573	EC:2.5.1.120	RXN-15264
GO:0102574	NA	RXN-15280
GO:0102575	NA	RXN-15281
GO:0102576	NA	RXN-15282
GO:0102577	EC:4.1.1.56	RXN-15283
GO:0102580	EC:2.4.2.51	RXN-15326
GO:0102581	NA	RXN-15327
GO:0102582	NA	RXN-15328
GO:0102583	NA	RXN-15329
GO:0102584	NA	RXN-15330
GO:0102585	NA	RXN-15331
GO:0102586	NA	RXN-15332
GO:0102587	NA	RXN-15333
GO:0102588	EC:2.3.1.171	RXN-15335
GO:0102589	NA	RXN-15336
GO:0102590	NA	RXN-15351
GO:0102591	NA	RXN-15352
GO:0102592	NA	RXN-15354
GO:0102593	NA	RXN-15371
GO:0102594	NA	RXN-15372
GO:0102595	NA	RXN-15374
GO:0102596	EC:1.14.14.70	RXN-15379
GO:0102597	EC:1.14.14.122	RXN-15381
GO:0102598	EC:1.14.14.123	RXN-15382
GO:0102599	NA	RXN-15383
GO:0102600	NA	RXN-15384
GO:0102601	EC:1.14.14.63	RXN-15385
GO:0102602	NA	RXN-15386
GO:0102603	NA	RXN-15402
GO:0102604	EC:1.14.14.87	RXN-1541
GO:0102605	NA	RXN-15430
GO:0102606	NA	RXN-15431
GO:0102607	NA	RXN-15433
GO:0102608	NA	RXN-15435
GO:0102610	NA	RXN-15442
GO:0102611	NA	RXN-15443
GO:0102612	NA	RXN-15452
GO:0102613	NA	RXN-15454
GO:0102614	NA	RXN-15460
GO:0102615	NA	RXN-15462
GO:0102616	NA	RXN-15464
GO:0102617	NA	RXN-15465
GO:0102618	NA	RXN-15466
GO:0102619	NA	RXN-15467
GO:0102620	NA	RXN-15495
GO:0102621	NA	RXN-15496
GO:0102622	NA	RXN-15526
GO:0102623	NA	RXN-15528
GO:0102624	NA	RXN-15529
GO:0102625	NA	RXN-15530
GO:0102626	NA	RXN-15531
GO:0102627	NA	RXN-15532
GO:0102628	NA	RXN-15533
GO:0102629	NA	RXN-15534
GO:0102630	NA	RXN-15536
GO:0102631	NA	RXN-15537
GO:0102632	EC:1.14.19.73	RXN-15538
GO:0102633	NA	RXN-15585
GO:0102634	NA	RXN-15586
GO:0102635	NA	RXN-15607
GO:0102636	NA	RXN-15681
GO:0102637	NA	RXN-15714
GO:0102638	EC:2.5.1.105	RXN-15734
GO:0102639	NA	RXN-15737
GO:0102640	NA	RXN-15738
GO:0102641	NA	RXN-15743
GO:0102643	NA	RXN-15755
GO:0102644	NA	RXN-15756
GO:0102645	NA	RXN-15758
GO:0102646	NA	RXN-15759
GO:0102647	NA	RXN-15789
GO:0102648	NA	RXN-15790
GO:0102649	NA	RXN-15810
GO:0102650	NA	RXN-15811
GO:0102652	NA	RXN-171
GO:0102653	NA	RXN-172
GO:0102654	EC:1.14.19.43	RXN-1725
GO:0102655	EC:1.14.19.23	RXN-1726
GO:0102656	NA	RXN-1727
GO:0102657	EC:1.14.19.42	RXN-1728
GO:0102658	NA	RXN-2205
GO:0102659	EC:2.4.1.195	RXN-2208
GO:0102660	NA	RXN-2621
GO:0102661	EC:2.5.1.117	RXN-2761
GO:0102662	NA	RXN-2902
GO:0102663	NA	RXN-292
GO:0102664	NA	RXN-2945
GO:0102665	NA	RXN-2947
GO:0102666	NA	RXN-3164
GO:0102667	NA	RXN-3165
GO:0102668	EC:1.14.14.87	RXN-3283
GO:0102669	NA	RXN-3591
GO:0102670	EC:2.1.1.212	RXN-3624
GO:0102671	EC:2.1.1.270	RXN-4002
GO:0102672	NA	RXN-4121
GO:0102673	NA	RXN-4142
GO:0102674	NA	RXN-4181
GO:0102675	NA	RXN-4208
GO:0102676	NA	RXN-4209
GO:0102677	NA	RXN-4225
GO:0102678	NA	RXN-4229
GO:0102679	NA	RXN-4230
GO:0102680	NA	RXN-4231
GO:0102681	NA	RXN-4301
GO:0102682	NA	RXN-4313
GO:0102684	EC:1.14.14.40	RXN-4602
GO:0102685	NA	RXN-4721
GO:0102686	NA	RXN-4722
GO:0102687	NA	RXN-4724
GO:0102688	NA	RXN-4725
GO:0102689	NA	RXN-4727
GO:0102690	NA	RXN-4728
GO:0102691	NA	RXN-4729
GO:0102692	NA	RXN-4730
GO:0102693	NA	RXN-4731
GO:0102694	NA	RXN-4732
GO:0102695	NA	RXN-4733
GO:0102696	NA	RXN-4734
GO:0102697	NA	RXN-4736
GO:0102698	EC:4.2.3.61	RXN-4781
GO:0102699	NA	RXN-5082
GO:0102700	NA	RXN-5105
GO:0102701	EC:4.2.3.105	RXN-5121
GO:0102702	NA	RXN-5122
GO:0102703	EC:4.2.3.117	RXN-5142
GO:0102704	EC:2.4.1.257	RXN-5463
GO:0102705	NA	RXN-5641
GO:0102706	EC:1.21.3.6	RXN-6242
GO:0102707	EC:2.1.1.49	RXN-6461
GO:0102708	NA	RXN-6462
GO:0102709	NA	RXN-6464
GO:0102710	EC:2.4.1.250	RXN-6501
GO:0102711	NA	RXN-6541
GO:0102712	NA	RXN-6542
GO:0102713	NA	RXN-6543
GO:0102714	NA	RXN-6544
GO:0102715	NA	RXN-6546
GO:0102716	NA	RXN-6547
GO:0102717	EC:1.14.11.59	RXN-6685
GO:0102718	EC:2.1.1.241	RXN-6687
GO:0102719	EC:2.1.1.146	RXN-6741
GO:0102720	EC:2.3.1.224	RXN-6762
GO:0102721	EC:1.10.3.11	RXN-6883
GO:0102722	NA	RXN-6903
GO:0102723	NA	RXN-7062
GO:0102724	NA	RXN-7063
GO:0102725	NA	RXN-708
GO:0102726	EC:3.2.1.182	RXN-7082
GO:0102727	NA	RXN-710
GO:0102728	NA	RXN-711
GO:0102729	NA	RXN-715
GO:0102730	NA	RXN-716
GO:0102731	NA	RXN-7185
GO:0102732	EC:2.7.1.140	RXN-7186
GO:0102733	NA	RXN-719
GO:0102734	NA	RXN-720
GO:0102735	EC:2.3.1.220	RXN-7481
GO:0102737	NA	RXN-7577
GO:0102738	NA	RXN-7589
GO:0102739	NA	RXN-7591
GO:0102740	EC:2.1.1.160	RXN-7599
GO:0102741	EC:2.1.1.160	RXN-7601
GO:0102742	EC:1.1.1.237	RXN-7632
GO:0102743	NA	RXN-7653
GO:0102744	NA	RXN-7658
GO:0102745	NA	RXN-7659
GO:0102746	NA	RXN-7660
GO:0102747	NA	RXN-7663
GO:0102748	NA	RXN-7664
GO:0102749	NA	RXN-7665
GO:0102750	NA	RXN-7666
GO:0102751	EC:2.4.1.186	RXN-7667
GO:0102752	EC:2.4.1.18	RXN-7669
GO:0102753	NA	RXN-7673
GO:0102754	NA	RXN-7674
GO:0102755	NA	RXN-7680
GO:0102756	EC:2.3.1.199	RXN-7697
GO:0102757	NA	RXN-7703
GO:0102758	EC:1.3.1.93	RXN-7711
GO:0102759	NA	RXN-773
GO:0102760	NA	RXN-774
GO:0102761	NA	RXN-7753
GO:0102762	NA	RXN-7754
GO:0102763	NA	RXN-7763
GO:0102764	NA	RXN-777
GO:0102765	NA	RXN-7770
GO:0102766	EC:2.1.1.232	RXN-7773
GO:0102767	EC:2.1.1.231	RXN-7777
GO:0102768	NA	RXN-7785
GO:0102769	EC:2.4.1.80	RXN-7793
GO:0102770	NA	RXN-7795
GO:0102771	NA	RXN-7796
GO:0102772	NA	RXN-7797
GO:0102773	EC:2.7.1.138	RXN-7799
GO:0102774	NA	RXN-7822
GO:0102775	NA	RXN-7826
GO:0102776	NA	RXN-7828
GO:0102777	EC:2.3.1.153	RXN-7842
GO:0102778	EC:1.21.3.7	RXN-7854
GO:0102779	EC:1.21.3.8	RXN-7855
GO:0102780	NA	RXN-7876
GO:0102781	NA	RXN-7877
GO:0102782	NA	RXN-7878
GO:0102783	NA	RXN-7883
GO:0102784	NA	RXN-7884
GO:0102785	NA	RXN-7886
GO:0102786	EC:1.14.19.2	RXN-7903
GO:0102787	NA	RXN-7997
GO:0102788	NA	RXN-7998
GO:0102789	NA	RXN-8005
GO:0102790	NA	RXN-8006
GO:0102791	EC:1.21.3.6	RXN-8008
GO:0102792	NA	RXN-8014
GO:0102793	EC:2.4.1.262	RXN-8086
GO:0102794	EC:1.2.3.9	RXN-8089
GO:0102795	EC:1.2.3.9	RXN-8090
GO:0102796	EC:1.2.3.9	RXN-8091
GO:0102797	EC:1.2.3.1	RXN-8093
GO:0102798	EC:1.2.3.1	RXN-8094
GO:0102799	EC:3.2.1.147	RXN-8134
GO:0102800	NA	RXN-8138
GO:0102801	EC:2.3.1.214	RXN-8139
GO:0102802	EC:1.14.11.31	RXN-8147
GO:0102803	EC:1.14.11.32	RXN-8149
GO:0102804	EC:1.14.11.31	RXN-8151
GO:0102805	EC:1.14.11.32	RXN-8152
GO:0102806	NA	RXN-8170
GO:0102807	NA	RXN-8176
GO:0102808	NA	RXN-8177
GO:0102809	NA	RXN-8178
GO:0102810	NA	RXN-8182
GO:0102811	EC:1.14.14.83	RXN-8197
GO:0102812	NA	RXN-8204
GO:0102813	NA	RXN-8205
GO:0102814	NA	RXN-8232
GO:0102815	EC:2.3.1.153	RXN-8233
GO:0102816	EC:2.4.1.298	RXN-8234
GO:0102817	NA	RXN-8235
GO:0102818	NA	RXN-8236
GO:0102819	NA	RXN-8237
GO:0102820	NA	RXN-8238
GO:0102821	NA	RXN-8239
GO:0102822	EC:2.1.1.42	RXN-8262
GO:0102823	NA	RXN-8266
GO:0102824	NA	RXN-8267
GO:0102825	NA	RXN-8268
GO:0102826	NA	RXN-8270
GO:0102827	NA	RXN-8282
GO:0102828	NA	RXN-8284
GO:0102829	NA	RXN-8285
GO:0102830	NA	RXN-8286
GO:0102831	NA	RXN-8287
GO:0102832	NA	RXN-8288
GO:0102833	NA	RXN-8292
GO:0102834	EC:1.14.19.23	RXN-8294
GO:0102835	EC:1.14.19.35	RXN-8295
GO:0102836	EC:1.14.19.23	RXN-8296
GO:0102837	EC:1.14.19.35	RXN-8297
GO:0102838	EC:1.14.19.23	RXN-8298
GO:0102839	EC:1.14.19.35	RXN-8299
GO:0102840	EC:1.14.19.35	RXN-8301
GO:0102841	EC:1.14.19.23	RXN-8302
GO:0102842	EC:1.14.19.35	RXN-8303
GO:0102843	EC:1.14.19.42	RXN-8304
GO:0102844	EC:1.14.19.23	RXN-8305
GO:0102845	NA	RXN-8307
GO:0102846	NA	RXN-8308
GO:0102847	NA	RXN-8309
GO:0102848	EC:1.14.19.35	RXN-8310
GO:0102849	EC:1.14.19.35	RXN-8314
GO:0102850	EC:1.14.19.23	RXN-8316
GO:0102851	EC:1.14.19.43	RXN-8318
GO:0102852	NA	RXN-8319
GO:0102853	NA	RXN-8320
GO:0102854	NA	RXN-8321
GO:0102855	EC:1.14.19.22	RXN-8322
GO:0102856	EC:1.14.19.25	RXN-8323
GO:0102857	EC:1.14.19.22	RXN-8324
GO:0102858	NA	RXN-8325
GO:0102859	EC:1.14.19.25	RXN-8326
GO:0102860	EC:1.14.19.22	RXN-8327
GO:0102861	EC:1.14.19.22	RXN-8328
GO:0102862	EC:1.14.19.25	RXN-8329
GO:0102863	NA	RXN-8330
GO:0102864	NA	RXN-8331
GO:0102865	EC:1.14.19.38	RXN-8343
GO:0102866	NA	RXN-8346
GO:0102867	EC:2.8.1.9	RXN-8351
GO:0102868	NA	RXN-8352
GO:0102869	NA	RXN-8354
GO:0102870	NA	RXN-8355
GO:0102871	EC:1.14.19.22	RXN-8360
GO:0102872	EC:1.14.19.25	RXN-8361
GO:0102873	EC:1.14.19.23	RXN-8363
GO:0102874	EC:1.14.19.35	RXN-8365
GO:0102875	EC:1.14.19.35	RXN-8366
GO:0102876	EC:1.14.14.141	RXN-8386
GO:0102877	EC:4.2.3.133	RXN-8416
GO:0102878	EC:4.2.3.69	RXN-8417
GO:0102879	EC:4.2.3.79	RXN-8418
GO:0102880	NA	RXN-8419
GO:0102881	NA	RXN-8421
GO:0102882	NA	RXN-8423
GO:0102883	EC:4.2.3.78	RXN-8424
GO:0102884	EC:4.2.3.65	RXN-8425
GO:0102885	EC:4.2.3.95	RXN-8426
GO:0102886	NA	RXN-8428
GO:0102887	EC:4.2.3.123	RXN-8430
GO:0102888	NA	RXN-8431
GO:0102889	NA	RXN-8432
GO:0102890	EC:2.4.1.286	RXN-8453
GO:0102891	EC:2.4.1.286	RXN-8455
GO:0102892	NA	RXN-8479
GO:0102893	NA	RXN-8480
GO:0102894	NA	RXN-8481
GO:0102895	EC:4.2.1.121	RXN-8496
GO:0102896	NA	RXN-8498
GO:0102897	NA	RXN-8510
GO:0102898	NA	RXN-8517
GO:0102899	NA	RXN-8532
GO:0102900	NA	RXN-8534
GO:0102901	NA	RXN-8536
GO:0102902	NA	RXN-8538
GO:0102903	EC:4.2.3.114	RXN-8547
GO:0102904	EC:4.2.3.60	RXN-8561
GO:0102905	EC:4.2.3.73	RXN-8608
GO:0102906	EC:4.2.3.86	RXN-8609
GO:0102907	NA	RXN-8622
GO:0102909	NA	RXN-8645
GO:0102910	NA	RXN-8677
GO:0102911	NA	RXN-8680
GO:0102912	NA	RXN-8681
GO:0102913	NA	RXN-8686
GO:0102914	NA	RXN-8687
GO:0102915	EC:1.14.19.74	RXN-8695
GO:0102916	EC:1.14.19.74	RXN-8696
GO:0102917	EC:2.1.1.291	RXN-8700
GO:0102918	EC:2.1.1.291	RXN-8701
GO:0102919	EC:1.13.11.79	RXN-8771
GO:0102920	EC:2.3.1.164	RXN-8809
GO:0102921	EC:2.4.1.269	RXN-8849
GO:0102922	NA	RXN-8857
GO:0102923	NA	RXN-8859
GO:0102924	NA	RXN-886
GO:0102925	NA	RXN-8875
GO:0102926	NA	RXN-8882
GO:0102927	NA	RXN-8883
GO:0102928	NA	RXN-8884
GO:0102929	NA	RXN-8911
GO:0102930	EC:2.5.1.93	RXN-8920
GO:0102931	NA	RXN-8931
GO:0102932	NA	RXN-8936
GO:0102933	EC:2.6.1.102	RXN-8953
GO:0102934	EC:1.14.14.150	RXN-8971
GO:0102935	NA	RXN-9012
GO:0102936	NA	RXN-9013
GO:0102937	NA	RXN-9014
GO:0102938	EC:2.1.1.6	RXN-9017
GO:0102939	NA	RXN-9018
GO:0102940	NA	RXN-9020
GO:0102941	NA	RXN-9021
GO:0102942	NA	RXN-9022
GO:0102943	EC:5.3.3.17	RXN-9031
GO:0102944	NA	RXN-9035
GO:0102945	NA	RXN-9037
GO:0102946	NA	RXN-9038
GO:0102947	NA	RXN-9045
GO:0102948	NA	RXN-9081
GO:0102949	NA	RXN-9082
GO:0102950	NA	RXN-9083
GO:0102951	NA	RXN-9084
GO:0102952	NA	RXN-91
GO:0102953	EC:2.3.2.2	RXN-9157
GO:0102954	NA	RXN-9162
GO:0102955	EC:2.1.1.163	RXN-9191
GO:0102956	NA	RXN-92
GO:0102960	EC:1.1.1.295	RXN-9290
GO:0102961	NA	RXN-9304
GO:0102962	NA	RXN-9305
GO:0102963	EC:1.14.19.51	RXN-9314
GO:0102964	NA	RXN-9315
GO:0102965	EC:1.2.1.84	RXN-9344
GO:0102966	EC:2.3.1.75	RXN-9356
GO:0102967	NA	RXN-9367
GO:0102968	NA	RXN-9369
GO:0102969	NA	RXN-9370
GO:0102970	EC:2.4.1.323	RXN-9372
GO:0102971	EC:2.3.1.183	RXN-9382
GO:0102972	NA	RXN-947
GO:0102973	EC:2.3.1.221	RXN-9479
GO:0102974	EC:1.1.1.353	RXN-9489
GO:0102975	EC:1.1.1.353	RXN-9490
GO:0102976	EC:1.1.1.353	RXN-9491
GO:0102977	EC:1.14.14.10	RXN-9508
GO:0102978	EC:1.3.1.105	RXN-9563
GO:0102979	NA	RXN-9564
GO:0102980	NA	RXN-9565
GO:0102981	NA	RXN-9567
GO:0102982	NA	RXN-9578
GO:0102983	EC:2.4.2.41	RXN-9589
GO:0102984	EC:1.2.1.73	RXN-9592
GO:0102985	EC:1.14.19.6	RXN-9601
GO:0102986	EC:2.4.1.245	RXN-9603
GO:0102987	NA	RXN-9616
GO:0102988	NA	RXN-9617
GO:0102989	NA	RXN-9618
GO:0102990	NA	RXN-9619
GO:0102991	EC:3.1.2.2	RXN-9626
GO:0102992	NA	RXN-9642
GO:0102993	NA	RXN-9667
GO:0102995	EC:1.14.14.148	RXN-9689
GO:0102996	EC:2.4.1.184	RXN-9721
GO:0102997	NA	RXN-9726
GO:0102998	EC:3.1.1.92	RXN-9733
GO:0102999	NA	RXN-9743
GO:0103000	NA	RXN-9748
GO:0103001	NA	RXN-9767
GO:0103002	NA	RXN-9802
GO:0103003	NA	RXN-9804
GO:0103004	NA	RXN-9805
GO:0103005	NA	RXN-9806
GO:0103006	NA	RXN-9807
GO:0103007	EC:2.1.1.278	RXN-9825
GO:0103008	NA	RXN-9864
GO:0103009	NA	RXN-9908
GO:0103010	NA	RXN-991
GO:0103011	EC:2.4.1.246	RXN-9935
GO:0103012	EC:1.8.7.2	RXN-9944
GO:0103014	NA	RXN0-1941
GO:0103015	EC:2.4.2.43	RXN0-2001
GO:0103016	NA	RXN0-2023
GO:0103020	NA	RXN0-382
